clickSelects	showSelected1	group	ymin	ymax	xmin	xmax
1986	WY	37	0	1	1985.55	1986.45
1987	WY	37	0	7	1986.55	1987.45
1989	WY	37	0	2	1988.55	1989.45
1990	WY	37	0	12	1989.55	1990.45
1991	WY	37	0	13	1990.55	1991.45
1992	WY	37	0	10	1991.55	1992.45
1993	WY	37	0	5	1992.55	1993.45
1994	WY	37	0	5	1993.55	1994.45
1995	WY	37	0	7	1994.55	1995.45
1996	WY	37	0	6	1995.55	1996.45
1997	WY	37	0	26	1996.55	1997.45
1998	WY	37	0	16	1997.55	1998.45
1999	WY	37	0	20	1998.55	1999.45
2000	WY	37	0	5	1999.55	2000.45
2001	WY	37	0	16	2000.55	2001.45
2002	WY	37	0	8	2001.55	2002.45
2003	WY	37	0	4	2002.55	2003.45
2004	WY	37	0	6	2003.55	2004.45
2005	WY	37	0	6	2004.55	2005.45
2006	WY	37	0	1	2005.55	2006.45
2007	WY	37	0	5	2006.55	2007.45
2008	WY	37	0	16	2007.55	2008.45
2009	WY	37	0	12	2008.55	2009.45
2010	WY	37	0	20	2009.55	2010.45
2011	WY	37	0	7	2010.55	2011.45
2012	WY	37	0	4	2011.55	2012.45
1951	WV	38	0	1	1950.55	1951.45
1954	WV	38	0	3	1953.55	1954.45
1961	WV	38	0	1	1960.55	1961.45
1964	WV	38	0	1	1963.55	1964.45
1965	WV	38	0	2	1964.55	1965.45
1967	WV	38	0	3	1966.55	1967.45
1968	WV	38	0	1	1967.55	1968.45
1969	WV	38	0	2	1968.55	1969.45
1972	WV	38	0	1	1971.55	1972.45
1973	WV	38	0	1	1972.55	1973.45
1974	WV	38	0	6	1973.55	1974.45
1975	WV	38	0	2	1974.55	1975.45
1976	WV	38	0	1	1975.55	1976.45
1977	WV	38	0	2	1976.55	1977.45
1978	WV	38	0	3	1977.55	1978.45
1979	WV	38	0	4	1978.55	1979.45
1980	WV	38	0	3	1979.55	1980.45
1981	WV	38	0	2	1980.55	1981.45
1989	WV	38	0	1	1988.55	1989.45
1990	WV	38	0	1	1989.55	1990.45
1991	WV	38	0	1	1990.55	1991.45
1992	WV	38	0	1	1991.55	1992.45
1994	WV	38	0	1	1993.55	1994.45
1996	WV	38	0	3	1995.55	1996.45
1997	WV	38	0	1	1996.55	1997.45
1998	WV	38	0	15	1997.55	1998.45
1999	WV	38	0	1	1998.55	1999.45
2000	WV	38	0	4	1999.55	2000.45
2001	WV	38	0	1	2000.55	2001.45
2002	WV	38	0	1	2001.55	2002.45
2003	WV	38	0	2	2002.55	2003.45
2004	WV	38	0	5	2003.55	2004.45
2007	WV	38	0	1	2006.55	2007.45
2008	WV	38	0	3	2007.55	2008.45
2010	WV	38	0	2	2009.55	2010.45
2011	WV	38	0	1	2010.55	2011.45
2012	WV	38	0	3	2011.55	2012.45
1950	NM	39	0	2	1949.55	1950.45
1951	NM	39	0	1	1950.55	1951.45
1954	NM	39	0	7	1953.55	1954.45
1956	NM	39	0	2	1955.55	1956.45
1957	NM	39	0	16	1956.55	1957.45
1958	NM	39	0	6	1957.55	1958.45
1959	NM	39	0	13	1958.55	1959.45
1960	NM	39	0	4	1959.55	1960.45
1961	NM	39	0	7	1960.55	1961.45
1962	NM	39	0	10	1961.55	1962.45
1963	NM	39	0	8	1962.55	1963.45
1964	NM	39	0	11	1963.55	1964.45
1965	NM	39	0	11	1964.55	1965.45
1966	NM	39	0	8	1965.55	1966.45
1967	NM	39	0	7	1966.55	1967.45
1968	NM	39	0	1	1967.55	1968.45
1969	NM	39	0	9	1968.55	1969.45
1970	NM	39	0	11	1969.55	1970.45
1971	NM	39	0	9	1970.55	1971.45
1972	NM	39	0	16	1971.55	1972.45
1973	NM	39	0	2	1972.55	1973.45
1974	NM	39	0	5	1973.55	1974.45
1975	NM	39	0	3	1974.55	1975.45
1976	NM	39	0	2	1975.55	1976.45
1977	NM	39	0	5	1976.55	1977.45
1978	NM	39	0	2	1977.55	1978.45
1979	NM	39	0	9	1978.55	1979.45
1980	NM	39	0	3	1979.55	1980.45
1981	NM	39	0	8	1980.55	1981.45
1982	NM	39	0	7	1981.55	1982.45
1984	NM	39	0	1	1983.55	1984.45
1985	NM	39	0	1	1984.55	1985.45
1986	NM	39	0	1	1985.55	1986.45
1987	NM	39	0	1	1986.55	1987.45
1988	NM	39	0	3	1987.55	1988.45
1989	NM	39	0	12	1988.55	1989.45
1991	NM	39	0	12	1990.55	1991.45
1992	NM	39	0	17	1991.55	1992.45
1993	NM	39	0	1	1992.55	1993.45
1994	NM	39	0	8	1993.55	1994.45
1995	NM	39	0	4	1994.55	1995.45
1996	NM	39	0	16	1995.55	1996.45
1997	NM	39	0	11	1996.55	1997.45
1998	NM	39	0	7	1997.55	1998.45
1999	NM	39	0	8	1998.55	1999.45
2000	NM	39	0	5	1999.55	2000.45
2001	NM	39	0	5	2000.55	2001.45
2002	NM	39	0	3	2001.55	2002.45
2003	NM	39	0	7	2002.55	2003.45
2004	NM	39	0	11	2003.55	2004.45
2005	NM	39	0	7	2004.55	2005.45
2006	NM	39	0	5	2005.55	2006.45
2007	NM	39	0	23	2006.55	2007.45
2008	NM	39	0	11	2007.55	2008.45
2009	NM	39	0	4	2008.55	2009.45
2010	NM	39	0	12	2009.55	2010.45
2011	NM	39	0	2	2010.55	2011.45
2012	NM	39	0	6	2011.55	2012.45
1955	VT	40	0	1	1954.55	1955.45
1957	VT	40	0	2	1956.55	1957.45
1961	VT	40	0	3	1960.55	1961.45
1962	VT	40	0	4	1961.55	1962.45
1970	VT	40	0	1	1969.55	1970.45
1972	VT	40	0	1	1971.55	1972.45
1973	VT	40	0	2	1972.55	1973.45
1982	VT	40	0	1	1981.55	1982.45
1986	VT	40	0	1	1985.55	1986.45
1993	VT	40	0	1	1992.55	1993.45
1998	VT	40	0	1	1997.55	1998.45
2002	VT	40	0	2	2001.55	2002.45
2003	VT	40	0	2	2002.55	2003.45
2008	VT	40	0	1	2007.55	2008.45
2009	VT	40	0	2	2008.55	2009.45
2010	VT	40	0	2	2009.55	2010.45
2011	VT	40	0	2	2010.55	2011.45
2012	VT	40	0	1	2011.55	2012.45
1954	ME	41	0	1	1953.55	1954.45
1956	ME	41	0	1	1955.55	1956.45
1957	ME	41	0	1	1956.55	1957.45
1958	ME	41	0	3	1957.55	1958.45
1960	ME	41	0	1	1959.55	1960.45
1961	ME	41	0	3	1960.55	1961.45
1962	ME	41	0	2	1961.55	1962.45
1963	ME	41	0	3	1962.55	1963.45
1965	ME	41	0	1	1964.55	1965.45
1968	ME	41	0	1	1967.55	1968.45
1970	ME	41	0	1	1969.55	1970.45
1971	ME	41	0	6	1970.55	1971.45
1972	ME	41	0	1	1971.55	1972.45
1973	ME	41	0	2	1972.55	1973.45
1974	ME	41	0	1	1973.55	1974.45
1975	ME	41	0	1	1974.55	1975.45
1978	ME	41	0	1	1977.55	1978.45
1981	ME	41	0	1	1980.55	1981.45
1986	ME	41	0	1	1985.55	1986.45
1994	ME	41	0	3	1993.55	1994.45
1996	ME	41	0	1	1995.55	1996.45
1997	ME	41	0	3	1996.55	1997.45
1998	ME	41	0	1	1997.55	1998.45
1999	ME	41	0	1	1998.55	1999.45
2000	ME	41	0	2	1999.55	2000.45
2001	ME	41	0	2	2000.55	2001.45
2002	ME	41	0	3	2001.55	2002.45
2004	ME	41	0	1	2003.55	2004.45
2005	ME	41	0	2	2004.55	2005.45
2006	ME	41	0	1	2005.55	2006.45
2007	ME	41	0	1	2006.55	2007.45
2009	ME	41	0	7	2008.55	2009.45
2010	ME	41	0	5	2009.55	2010.45
2011	ME	41	0	5	2010.55	2011.45
2012	ME	41	0	1	2011.55	2012.45
1951	CA	42	0	1	1950.55	1951.45
1953	CA	42	0	1	1952.55	1953.45
1954	CA	42	0	1	1953.55	1954.45
1956	CA	42	0	2	1955.55	1956.45
1957	CA	42	0	1	1956.55	1957.45
1958	CA	42	0	2	1957.55	1958.45
1961	CA	42	0	1	1960.55	1961.45
1962	CA	42	0	1	1961.55	1962.45
1965	CA	42	0	1	1964.55	1965.45
1966	CA	42	0	2	1965.55	1966.45
1967	CA	42	0	3	1966.55	1967.45
1970	CA	42	0	1	1969.55	1970.45
1971	CA	42	0	1	1970.55	1971.45
1972	CA	42	0	4	1971.55	1972.45
1973	CA	42	0	1	1972.55	1973.45
1974	CA	42	0	2	1973.55	1974.45
1977	CA	42	0	1	1976.55	1977.45
1978	CA	42	0	1	1977.55	1978.45
1979	CA	42	0	1	1978.55	1979.45
1980	CA	42	0	3	1979.55	1980.45
1981	CA	42	0	3	1980.55	1981.45
1982	CA	42	0	7	1981.55	1982.45
1983	CA	42	0	3	1982.55	1983.45
1984	CA	42	0	1	1983.55	1984.45
1985	CA	42	0	2	1984.55	1985.45
1986	CA	42	0	1	1985.55	1986.45
1987	CA	42	0	1	1986.55	1987.45
1989	CA	42	0	1	1988.55	1989.45
1990	CA	42	0	2	1989.55	1990.45
1991	CA	42	0	8	1990.55	1991.45
1992	CA	42	0	11	1991.55	1992.45
1993	CA	42	0	9	1992.55	1993.45
1994	CA	42	0	6	1993.55	1994.45
1995	CA	42	0	2	1994.55	1995.45
1996	CA	42	0	22	1995.55	1996.45
1997	CA	42	0	17	1996.55	1997.45
1998	CA	42	0	25	1997.55	1998.45
1999	CA	42	0	3	1998.55	1999.45
2000	CA	42	0	9	1999.55	2000.45
2001	CA	42	0	8	2000.55	2001.45
2002	CA	42	0	3	2001.55	2002.45
2004	CA	42	0	10	2003.55	2004.45
2005	CA	42	0	30	2004.55	2005.45
2006	CA	42	0	9	2005.55	2006.45
2007	CA	42	0	6	2006.55	2007.45
2008	CA	42	0	7	2007.55	2008.45
2009	CA	42	0	2	2008.55	2009.45
2010	CA	42	0	8	2009.55	2010.45
2011	CA	42	0	9	2010.55	2011.45
2012	CA	42	0	12	2011.55	2012.45
1952	MT	43	0	2	1951.55	1952.45
1953	MT	43	0	2	1952.55	1953.45
1954	MT	43	0	3	1953.55	1954.45
1955	MT	43	0	1	1954.55	1955.45
1959	MT	43	0	1	1958.55	1959.45
1962	MT	43	0	4	1961.55	1962.45
1964	MT	43	0	1	1963.55	1964.45
1965	MT	43	0	1	1964.55	1965.45
1968	MT	43	0	1	1967.55	1968.45
1969	MT	43	0	1	1968.55	1969.45
1970	MT	43	0	1	1969.55	1970.45
1971	MT	43	0	2	1970.55	1971.45
1972	MT	43	0	3	1971.55	1972.45
1973	MT	43	0	2	1972.55	1973.45
1975	MT	43	0	10	1974.55	1975.45
1976	MT	43	0	1	1975.55	1976.45
1979	MT	43	0	5	1978.55	1979.45
1980	MT	43	0	6	1979.55	1980.45
1981	MT	43	0	2	1980.55	1981.45
1982	MT	43	0	1	1981.55	1982.45
1984	MT	43	0	2	1983.55	1984.45
1985	MT	43	0	2	1984.55	1985.45
1986	MT	43	0	1	1985.55	1986.45
1988	MT	43	0	3	1987.55	1988.45
1990	MT	43	0	2	1989.55	1990.45
1991	MT	43	0	5	1990.55	1991.45
1992	MT	43	0	9	1991.55	1992.45
1993	MT	43	0	19	1992.55	1993.45
1994	MT	43	0	6	1993.55	1994.45
1995	MT	43	0	14	1994.55	1995.45
1996	MT	43	0	8	1995.55	1996.45
1997	MT	43	0	9	1996.55	1997.45
1998	MT	43	0	11	1997.55	1998.45
1999	MT	43	0	22	1998.55	1999.45
2000	MT	43	0	10	1999.55	2000.45
2001	MT	43	0	9	2000.55	2001.45
2002	MT	43	0	11	2001.55	2002.45
2003	MT	43	0	6	2002.55	2003.45
2004	MT	43	0	6	2003.55	2004.45
2005	MT	43	0	10	2004.55	2005.45
2006	MT	43	0	1	2005.55	2006.45
2007	MT	43	0	5	2006.55	2007.45
2008	MT	43	0	2	2007.55	2008.45
2009	MT	43	0	4	2008.55	2009.45
2010	MT	43	0	10	2009.55	2010.45
2011	MT	43	0	9	2010.55	2011.45
2012	MT	43	0	3	2011.55	2012.45
1956	ID	44	0	3	1955.55	1956.45
1957	ID	44	0	1	1956.55	1957.45
1961	ID	44	0	2	1960.55	1961.45
1962	ID	44	0	2	1961.55	1962.45
1973	ID	44	0	2	1972.55	1973.45
1978	ID	44	0	1	1977.55	1978.45
1980	ID	44	0	1	1979.55	1980.45
1981	ID	44	0	1	1980.55	1981.45
1984	ID	44	0	3	1983.55	1984.45
1985	ID	44	0	2	1984.55	1985.45
1986	ID	44	0	1	1985.55	1986.45
1987	ID	44	0	3	1986.55	1987.45
1988	ID	44	0	1	1987.55	1988.45
1990	ID	44	0	6	1989.55	1990.45
1991	ID	44	0	5	1990.55	1991.45
1993	ID	44	0	10	1992.55	1993.45
1994	ID	44	0	2	1993.55	1994.45
1995	ID	44	0	6	1994.55	1995.45
1996	ID	44	0	4	1995.55	1996.45
1997	ID	44	0	6	1996.55	1997.45
1998	ID	44	0	7	1997.55	1998.45
1999	ID	44	0	1	1998.55	1999.45
2000	ID	44	0	13	1999.55	2000.45
2001	ID	44	0	2	2000.55	2001.45
2002	ID	44	0	3	2001.55	2002.45
2003	ID	44	0	4	2002.55	2003.45
2004	ID	44	0	5	2003.55	2004.45
2005	ID	44	0	6	2004.55	2005.45
2006	ID	44	0	9	2005.55	2006.45
2007	ID	44	0	3	2006.55	2007.45
2008	ID	44	0	1	2007.55	2008.45
2009	ID	44	0	2	2008.55	2009.45
2010	ID	44	0	2	2009.55	2010.45
2011	ID	44	0	2	2010.55	2011.45
2012	ID	44	0	2	2011.55	2012.45
1956	AZ	45	0	1	1955.55	1956.45
1957	AZ	45	0	1	1956.55	1957.45
1959	AZ	45	0	2	1958.55	1959.45
1961	AZ	45	0	3	1960.55	1961.45
1962	AZ	45	0	1	1961.55	1962.45
1964	AZ	45	0	2	1963.55	1964.45
1966	AZ	45	0	2	1965.55	1966.45
1968	AZ	45	0	3	1967.55	1968.45
1969	AZ	45	0	2	1968.55	1969.45
1970	AZ	45	0	1	1969.55	1970.45
1971	AZ	45	0	6	1970.55	1971.45
1972	AZ	45	0	13	1971.55	1972.45
1973	AZ	45	0	1	1972.55	1973.45
1974	AZ	45	0	4	1973.55	1974.45
1976	AZ	45	0	3	1975.55	1976.45
1979	AZ	45	0	1	1978.55	1979.45
1980	AZ	45	0	1	1979.55	1980.45
1984	AZ	45	0	2	1983.55	1984.45
1985	AZ	45	0	1	1984.55	1985.45
1987	AZ	45	0	1	1986.55	1987.45
1992	AZ	45	0	3	1991.55	1992.45
1993	AZ	45	0	3	1992.55	1993.45
1994	AZ	45	0	2	1993.55	1994.45
1995	AZ	45	0	3	1994.55	1995.45
1996	AZ	45	0	9	1995.55	1996.45
1997	AZ	45	0	5	1996.55	1997.45
1998	AZ	45	0	2	1997.55	1998.45
1999	AZ	45	0	5	1998.55	1999.45
2001	AZ	45	0	4	2000.55	2001.45
2003	AZ	45	0	9	2002.55	2003.45
2004	AZ	45	0	3	2003.55	2004.45
2005	AZ	45	0	8	2004.55	2005.45
2006	AZ	45	0	6	2005.55	2006.45
2008	AZ	45	0	1	2007.55	2008.45
2009	AZ	45	0	4	2008.55	2009.45
2010	AZ	45	0	12	2009.55	2010.45
2011	AZ	45	0	3	2010.55	2011.45
2012	AZ	45	0	1	2011.55	2012.45
1956	WA	46	0	1	1955.55	1956.45
1962	WA	46	0	1	1961.55	1962.45
1964	WA	46	0	2	1963.55	1964.45
1965	WA	46	0	1	1964.55	1965.45
1969	WA	46	0	1	1968.55	1969.45
1970	WA	46	0	1	1969.55	1970.45
1972	WA	46	0	3	1971.55	1972.45
1978	WA	46	0	2	1977.55	1978.45
1979	WA	46	0	1	1978.55	1979.45
1980	WA	46	0	2	1979.55	1980.45
1981	WA	46	0	2	1980.55	1981.45
1982	WA	46	0	2	1981.55	1982.45
1983	WA	46	0	1	1982.55	1983.45
1984	WA	46	0	1	1983.55	1984.45
1992	WA	46	0	1	1991.55	1992.45
1994	WA	46	0	1	1993.55	1994.45
1996	WA	46	0	1	1995.55	1996.45
1997	WA	46	0	14	1996.55	1997.45
1999	WA	46	0	2	1998.55	1999.45
2000	WA	46	0	3	1999.55	2000.45
2001	WA	46	0	2	2000.55	2001.45
2003	WA	46	0	2	2002.55	2003.45
2004	WA	46	0	10	2003.55	2004.45
2005	WA	46	0	4	2004.55	2005.45
2006	WA	46	0	2	2005.55	2006.45
2008	WA	46	0	3	2007.55	2008.45
2009	WA	46	0	6	2008.55	2009.45
2010	WA	46	0	2	2009.55	2010.45
2011	WA	46	0	2	2010.55	2011.45
1953	UT	47	0	2	1952.55	1953.45
1955	UT	47	0	1	1954.55	1955.45
1964	UT	47	0	1	1963.55	1964.45
1965	UT	47	0	1	1964.55	1965.45
1967	UT	47	0	1	1966.55	1967.45
1970	UT	47	0	1	1969.55	1970.45
1971	UT	47	0	1	1970.55	1971.45
1982	UT	47	0	2	1981.55	1982.45
1984	UT	47	0	6	1983.55	1984.45
1986	UT	47	0	1	1985.55	1986.45
1990	UT	47	0	1	1989.55	1990.45
1991	UT	47	0	4	1990.55	1991.45
1993	UT	47	0	5	1992.55	1993.45
1996	UT	47	0	3	1995.55	1996.45
1997	UT	47	0	1	1996.55	1997.45
1998	UT	47	0	7	1997.55	1998.45
1999	UT	47	0	3	1998.55	1999.45
2000	UT	47	0	3	1999.55	2000.45
2001	UT	47	0	5	2000.55	2001.45
2002	UT	47	0	4	2001.55	2002.45
2003	UT	47	0	1	2002.55	2003.45
2005	UT	47	0	4	2004.55	2005.45
2006	UT	47	0	2	2005.55	2006.45
2007	UT	47	0	1	2006.55	2007.45
2009	UT	47	0	4	2008.55	2009.45
2010	UT	47	0	2	2009.55	2010.45
2011	UT	47	0	1	2010.55	2011.45
2012	UT	47	0	1	2011.55	2012.45
1957	OR	48	0	1	1956.55	1957.45
1965	OR	48	0	2	1964.55	1965.45
1966	OR	48	0	2	1965.55	1966.45
1968	OR	48	0	2	1967.55	1968.45
1970	OR	48	0	1	1969.55	1970.45
1972	OR	48	0	2	1971.55	1972.45
1973	OR	48	0	1	1972.55	1973.45
1983	OR	48	0	3	1982.55	1983.45
1984	OR	48	0	3	1983.55	1984.45
1991	OR	48	0	2	1990.55	1991.45
1993	OR	48	0	1	1992.55	1993.45
1994	OR	48	0	2	1993.55	1994.45
1995	OR	48	0	4	1994.55	1995.45
1996	OR	48	0	4	1995.55	1996.45
1997	OR	48	0	14	1996.55	1997.45
1998	OR	48	0	3	1997.55	1998.45
1999	OR	48	0	1	1998.55	1999.45
2000	OR	48	0	3	1999.55	2000.45
2001	OR	48	0	4	2000.55	2001.45
2002	OR	48	0	2	2001.55	2002.45
2003	OR	48	0	2	2002.55	2003.45
2004	OR	48	0	7	2003.55	2004.45
2005	OR	48	0	1	2004.55	2005.45
2006	OR	48	0	4	2005.55	2006.45
2007	OR	48	0	2	2006.55	2007.45
2009	OR	48	0	4	2008.55	2009.45
2010	OR	48	0	2	2009.55	2010.45
2011	OR	48	0	1	2010.55	2011.45
1973	NV	49	0	1	1972.55	1973.45
1974	NV	49	0	1	1973.55	1974.45
1975	NV	49	0	2	1974.55	1975.45
1979	NV	49	0	2	1978.55	1979.45
1983	NV	49	0	1	1982.55	1983.45
1984	NV	49	0	2	1983.55	1984.45
1986	NV	49	0	1	1985.55	1986.45
1987	NV	49	0	5	1986.55	1987.45
1988	NV	49	0	1	1987.55	1988.45
1991	NV	49	0	1	1990.55	1991.45
1992	NV	49	0	2	1991.55	1992.45
1993	NV	49	0	1	1992.55	1993.45
1996	NV	49	0	1	1995.55	1996.45
1997	NV	49	0	2	1996.55	1997.45
1998	NV	49	0	8	1997.55	1998.45
1999	NV	49	0	1	1998.55	1999.45
2000	NV	49	0	2	1999.55	2000.45
2001	NV	49	0	1	2000.55	2001.45
2002	NV	49	0	1	2001.55	2002.45
2003	NV	49	0	3	2002.55	2003.45
2004	NV	49	0	5	2003.55	2004.45
2005	NV	49	0	1	2004.55	2005.45
2006	NV	49	0	1	2005.55	2006.45
2009	NV	49	0	2	2008.55	2009.45
2011	NV	49	0	1	2010.55	2011.45
2012	NV	49	0	2	2011.55	2012.45
